path, Rfree
../pdb/3c_like_proteinase/SARS-CoV-2/5rew 0.2236
../pdb/3c_like_proteinase/SARS-CoV-2/5rfv 0.2236
../pdb/3c_like_proteinase/SARS-CoV-2/5reb 0.2237
../pdb/3c_like_proteinase/SARS-CoV/2z9k 0.224
../pdb/3c_like_proteinase/SARS-CoV/2z94 0.224
../pdb/3c_like_proteinase/SARS-CoV-2/5rf4 0.2249
../pdb/3c_like_proteinase/SARS-CoV-2/5re7 0.225
../pdb/3c_like_proteinase/SARS-CoV-2/5res 0.2263
../pdb/3c_like_proteinase/SARS-CoV-2/5rf0 0.2264
../pdb/3c_like_proteinase/SARS-CoV-2/5rfz 0.2265
../pdb/3c_like_proteinase/SARS-CoV-2/5reo 0.2268
../pdb/3c_like_proteinase/SARS-CoV/2amq 0.23
../pdb/3c_like_proteinase/SARS-CoV-2/5rek 0.2304
../pdb/3c_like_proteinase/SARS-CoV/3vb7 0.2304
../pdb/3c_like_proteinase/SARS-CoV-2/5rf5 0.2306
../pdb/3c_like_proteinase/SARS-CoV/3vb3 0.2306
../pdb/3c_like_proteinase/SARS-CoV/3ea8 0.231
../pdb/3c_like_proteinase/SARS-CoV/1uk4 0.231
../pdb/3c_like_proteinase/SARS-CoV-2/5rep 0.2311
../pdb/3c_like_proteinase/SARS-CoV/2z3e 0.23123
../pdb/3c_like_proteinase/SARS-CoV/3vb5 0.232
../pdb/3c_like_proteinase/SARS-CoV/2z9g 0.232
../pdb/3c_like_proteinase/SARS-CoV-2/5reu 0.2323
../pdb/3c_like_proteinase/SARS-CoV-2/5rfs 0.2327
../pdb/3c_like_proteinase/SARS-CoV/2gz7 0.233
../pdb/3c_like_proteinase/SARS-CoV/3snd 0.23477
../pdb/3c_like_proteinase/SARS-CoV/3tit 0.23493
../pdb/3c_like_proteinase/SARS-CoV-2/6lu7 0.235
../pdb/3c_like_proteinase/SARS-CoV/3vb4 0.2354
../pdb/3c_like_proteinase/SARS-CoV/3v3m 0.23572
../pdb/3c_like_proteinase/SARS-CoV-2/5rf1 0.2361
../pdb/3c_like_proteinase/SARS-CoV/3tiu 0.2362
../pdb/3c_like_proteinase/SARS-CoV-2/5r7y 0.2367
../pdb/3c_like_proteinase/SARS-CoV-2/5rfh 0.2368
../pdb/3c_like_proteinase/SARS-CoV-2/5rft 0.2368
../pdb/3c_like_proteinase/SARS-CoV-2/5rec 0.2371
../pdb/3c_like_proteinase/SARS-CoV-2/5rfr 0.2377
../pdb/3c_like_proteinase/SARS-CoV/2z3c 0.2387
../pdb/3c_like_proteinase/SARS-CoV-2/5rfn 0.239
../pdb/3c_like_proteinase/SARS-CoV/1wof 0.239
../pdb/3c_like_proteinase/SARS-CoV-2/5rei 0.2401
../pdb/3c_like_proteinase/SARS-CoV-2/5rej 0.2405
../pdb/3c_like_proteinase/SARS-CoV/2gz8 0.24057
../pdb/3c_like_proteinase/SARS-CoV/3sne 0.24083
../pdb/3c_like_proteinase/SARS-CoV/2gt8 0.24092
../pdb/3c_like_proteinase/SARS-CoV/4hi3 0.24138
../pdb/3c_like_proteinase/SARS-CoV/2a5i 0.24224
../pdb/3c_like_proteinase/SARS-CoV-2/5rfi 0.2423
../pdb/3c_like_proteinase/SARS-CoV/3ebn 0.243
../pdb/3c_like_proteinase/SARS-CoV/3atw 0.24335
../pdb/3c_like_proteinase/SARS-CoV/2amd 0.245
../pdb/3c_like_proteinase/SARS-CoV/1uk3 0.245
../pdb/3c_like_proteinase/SARS-CoV/3tns 0.24524
../pdb/3c_like_proteinase/SARS-CoV/3vb6 0.2453
../pdb/3c_like_proteinase/SARS-CoV-2/6m03 0.2458
../pdb/3c_like_proteinase/SARS-CoV/3f9f 0.246
../pdb/3c_like_proteinase/SARS-CoV/2a5a 0.24638
../pdb/3c_like_proteinase/SARS-CoV-2/5rem 0.2464
../pdb/3c_like_proteinase/SARS-CoV-2/6y2g 0.2473
../pdb/3c_like_proteinase/SARS-CoV-2/5rff 0.2474
../pdb/3c_like_proteinase/SARS-CoV/2z9j 0.248
../pdb/3c_like_proteinase/SARS-CoV/2gz9 0.248
../pdb/3c_like_proteinase/SARS-CoV/2z3d 0.24813
../pdb/3c_like_proteinase/SARS-CoV-2/5re8 0.2483
../pdb/3c_like_proteinase/SARS-CoV/2gx4 0.2488
../pdb/3c_like_proteinase/SARS-CoV/2a5k 0.24889
../pdb/3c_like_proteinase/SARS-CoV/3ea7 0.249
../pdb/3c_like_proteinase/SARS-CoV/1q2w 0.249
../pdb/3c_like_proteinase/SARS-CoV-2/5r81 0.2494
../pdb/3c_like_proteinase/SARS-CoV/3snb 0.25005
../pdb/3c_like_proteinase/SARS-CoV-2/5re6 0.2505
../pdb/3c_like_proteinase/SARS-CoV-2/5rex 0.2507
../pdb/3c_like_proteinase/SARS-CoV/5n5o 0.25152
../pdb/3c_like_proteinase/SARS-CoV-2/5rer 0.2526
../pdb/3c_like_proteinase/SARS-CoV/1uk2 0.253
../pdb/3c_like_proteinase/SARS-CoV/5b6o 0.2536
../pdb/3c_like_proteinase/SARS-CoV/2vj1 0.256
../pdb/3c_like_proteinase/SARS-CoV/3e91 0.256
../pdb/3c_like_proteinase/SARS-CoV/3sna 0.2563
../pdb/3c_like_proteinase/SARS-CoV/3m3s 0.257
../pdb/3c_like_proteinase/SARS-CoV/2bx3 0.257
../pdb/3c_like_proteinase/SARS-CoV/3eaj 0.257
../pdb/3c_like_proteinase/SARS-CoV-2/6y7m 0.2576
../pdb/3c_like_proteinase/SARS-CoV/1uj1 0.259
../pdb/3c_like_proteinase/SARS-CoV/2z9l 0.259
../pdb/3c_like_proteinase/SARS-CoV/3ea9 0.261
../pdb/3c_like_proteinase/SARS-CoV/4tww 0.261
../pdb/3c_like_proteinase/SARS-CoV/3avz 0.26261
../pdb/3c_like_proteinase/SARS-CoV/3aw1 0.26266
../pdb/3c_like_proteinase/SARS-CoV/2zu4 0.264
../pdb/3c_like_proteinase/SARS-CoV/2c3s 0.2643
../pdb/3c_like_proteinase/SARS-CoV-2/5re5 0.2649
../pdb/3c_like_proteinase/SARS-CoV-2/5r83 0.2652
../pdb/3c_like_proteinase/SARS-CoV-2/5re4 0.2664
../pdb/3c_like_proteinase/SARS-CoV/2q6g 0.267
../pdb/3c_like_proteinase/SARS-CoV/2gtb 0.26971
../pdb/3c_like_proteinase/SARS-CoV/3sn8 0.27047
../pdb/3c_like_proteinase/SARS-CoV/5c5o 0.2714
../pdb/3c_like_proteinase/SARS-CoV/3iwm 0.2721
../pdb/3c_like_proteinase/SARS-CoV/3m3t 0.2732
../pdb/3c_like_proteinase/SARS-CoV/3m3v 0.2736
../pdb/3c_like_proteinase/SARS-CoV/2qiq 0.275
../pdb/3c_like_proteinase/SARS-CoV-2/5r80 0.2757
../pdb/3c_like_proteinase/SARS-CoV-2/5r7z 0.2765
../pdb/3c_like_proteinase/SARS-CoV-2/5rfy 0.2767
../pdb/3c_like_proteinase/SARS-CoV/3fzd 0.277
../pdb/3c_like_proteinase/SARS-CoV-2/5rfo 0.2775
../pdb/3c_like_proteinase/SARS-CoV-2/5ren 0.2779
../pdb/3c_like_proteinase/SARS-CoV/3snc 0.28037
../pdb/3c_like_proteinase/SARS-CoV/2qc2 0.281
../pdb/3c_like_proteinase/SARS-CoV/2d2d 0.282
../pdb/3c_like_proteinase/SARS-CoV/3aw0 0.28636
../pdb/3c_like_proteinase/SARS-CoV/1z1i 0.288
../pdb/3c_like_proteinase/SARS-CoV-2/5r84 0.2926
../pdb/3c_like_proteinase/SARS-CoV/3f9h 0.294
../pdb/3c_like_proteinase/SARS-CoV/2pwx 0.296
../pdb/3c_like_proteinase/SARS-CoV-2/5rfp 0.2968
../pdb/3c_like_proteinase/SARS-CoV/1z1j 0.2989
../pdb/3c_like_proteinase/SARS-CoV/4wy3 0.29891
../pdb/3c_like_proteinase/SARS-CoV/2bx4 0.302
../pdb/3c_like_proteinase/SARS-CoV/3f9g 0.306
../pdb/3c_like_proteinase/SARS-CoV-2/5rfg 0.3065
../pdb/3c_like_proteinase/SARS-CoV/3f9e 0.308
../pdb/3c_like_proteinase/SARS-CoV/2alv 0.315
../pdb/3c_like_proteinase/SARS-CoV/4twy 0.3187
../pdb/3c_like_proteinase/SARS-CoV/5c5n 0.32142
../pdb/3c_like_proteinase/SARS-CoV/3d62 0.363
../pdb/endornase/SARS-CoV/6w01 0.1849
../pdb/endornase/SARS-CoV/2h85 0.24008
../pdb/endornase/SARS-CoV/2rhb 0.25953
../pdb/endornase/SARS-CoV/2ozk 0.30068
../pdb/exonuclease/SARS-CoV-2/6vww 0.1777
../pdb/exonuclease/SARS-CoV/5nfy 0.2349
../pdb/helicase/SARS-CoV/6jyt 0.2925
../pdb/human_interaction_partners/Cathepsin L/3hha 0.15237
../pdb/human_interaction_partners/Cathepsin L/2xu3 0.15473
../pdb/human_interaction_partners/Cathepsin L/2xu4 0.16725
../pdb/human_interaction_partners/Cathepsin L/5maj 0.16999
../pdb/human_interaction_partners/ACE2/6h5w 0.1753
../pdb/human_interaction_partners/Cathepsin L/2yj2 0.17855
../pdb/human_interaction_partners/ACE2/5amb 0.18115
../pdb/human_interaction_partners/Cathepsin L/2yj8 0.18159
../pdb/human_interaction_partners/Cathepsin L/5mae 0.18213
../pdb/human_interaction_partners/Cathepsin L/2yjc 0.18362
../pdb/human_interaction_partners/Cathepsin L/5i4h 0.1841
../pdb/human_interaction_partners/ACE2/6f9t 0.187
../pdb/human_interaction_partners/Cathepsin L/2nqd 0.188
../pdb/human_interaction_partners/Cathepsin L/5f02 0.19057
../pdb/human_interaction_partners/ACE2/6en5 0.1976
../pdb/human_interaction_partners/Cathepsin L/5mqy 0.19898
../pdb/human_interaction_partners/Cathepsin L/2yj9 0.20091
../pdb/human_interaction_partners/ACE2/6h5x 0.2038
../pdb/human_interaction_partners/Cathepsin L/3kse 0.204
../pdb/human_interaction_partners/ACE2/6f9u 0.2088
../pdb/human_interaction_partners/ACE2/1uze 0.211
../pdb/human_interaction_partners/ACE2/6f9v 0.2121
../pdb/human_interaction_partners/Cathepsin L/1icf 0.213
../pdb/human_interaction_partners/ACE2/4ca5 0.21344
../pdb/human_interaction_partners/ACE2/4c2o 0.21348
../pdb/human_interaction_partners/ACE2/6lzg 0.2142
../pdb/human_interaction_partners/Cathepsin L/6jd0 0.2148
../pdb/human_interaction_partners/ACE2/5ama 0.21764
../pdb/human_interaction_partners/Cathepsin L/2yjb 0.21779
../pdb/human_interaction_partners/ACE2/4bxk 0.21965
../pdb/human_interaction_partners/ACE2/1o8a 0.22
../pdb/human_interaction_partners/ACE2/1o86 0.22
../pdb/human_interaction_partners/ACE2/2iul 0.22
../pdb/human_interaction_partners/Cathepsin L/2vhs 0.22
../pdb/human_interaction_partners/ACE2/4ca6 0.22296
../pdb/human_interaction_partners/ACE2/5am8 0.22382
../pdb/human_interaction_partners/ACE2/6en6 0.2263
../pdb/human_interaction_partners/ACE2/1uzf 0.227
../pdb/human_interaction_partners/ACE2/6f9r 0.228
../pdb/human_interaction_partners/ACE2/4ufa 0.22822
../pdb/human_interaction_partners/Cathepsin L/1cs8 0.2285
../pdb/human_interaction_partners/ACE2/6vw1 0.2288
../pdb/human_interaction_partners/ACE2/5am9 0.22907
../pdb/human_interaction_partners/Cathepsin L/1mhw 0.2295
../pdb/human_interaction_partners/Cathepsin L/4axl 0.2303
../pdb/human_interaction_partners/ACE2/2xy9 0.2318
../pdb/human_interaction_partners/ACE2/6qs1 0.2323
../pdb/human_interaction_partners/Cathepsin L/6ezp 0.23336
../pdb/human_interaction_partners/Cathepsin L/3bc3 0.234
../pdb/human_interaction_partners/ACE2/4ufb 0.2351
../pdb/human_interaction_partners/ACE2/2iux 0.2369
../pdb/human_interaction_partners/Cathepsin L/6jd8 0.2369
../pdb/human_interaction_partners/ACE2/3nxq 0.23719
../pdb/human_interaction_partners/ACE2/6m0j 0.2375
../pdb/human_interaction_partners/ACE2/4c2r 0.23783
../pdb/human_interaction_partners/ACE2/3bkl 0.24
../pdb/human_interaction_partners/ACE2/4aph 0.24026
../pdb/human_interaction_partners/Cathepsin L/1cjl 0.241
../pdb/human_interaction_partners/ACE2/5amc 0.24169
../pdb/human_interaction_partners/Cathepsin L/3iv2 0.24376
../pdb/human_interaction_partners/ACE2/4c2q 0.2451
../pdb/human_interaction_partners/ACE2/4c2p 0.2467
../pdb/human_interaction_partners/Cathepsin L/3of9 0.2494
../pdb/human_interaction_partners/Cathepsin L/3h8b 0.25
../pdb/human_interaction_partners/ACE2/3bkk 0.251
../pdb/human_interaction_partners/ACE2/4bzr 0.25182
../pdb/human_interaction_partners/Cathepsin L/3of8 0.253
../pdb/human_interaction_partners/ACE2/2xyd 0.25589
../pdb/human_interaction_partners/ACE2/4apj 0.25611
../pdb/human_interaction_partners/Cathepsin L/4axm 0.25716
../pdb/human_interaction_partners/ACE2/2oc2 0.262
../pdb/human_interaction_partners/ACE2/2ydm 0.26261
../pdb/human_interaction_partners/ACE2/4c2n 0.2631
../pdb/human_interaction_partners/ACE2/3l3n 0.266
../pdb/human_interaction_partners/Cathepsin L/3k24 0.27002
../pdb/human_interaction_partners/TCP2/5ek0 0.2719
../pdb/human_interaction_partners/Cathepsin L/2xu1 0.27217
../pdb/human_interaction_partners/ACE2/2c6f 0.273
../pdb/human_interaction_partners/Cathepsin L/6f06 0.27428
../pdb/human_interaction_partners/ACE2/2ajf 0.275
../pdb/human_interaction_partners/Cathepsin L/2xu5 0.27583
../pdb/human_interaction_partners/ACE2/4bzs 0.27681
../pdb/human_interaction_partners/ACE2/3scj 0.27771
../pdb/human_interaction_partners/ACE2/3d0i 0.278
../pdb/human_interaction_partners/ACE2/3d0g 0.279
../pdb/human_interaction_partners/Cathepsin L/3h89 0.28
../pdb/human_interaction_partners/ACE2/3sci 0.28264
../pdb/human_interaction_partners/ACE2/3sck 0.28529
../pdb/human_interaction_partners/ACE2/1r42 0.287
../pdb/human_interaction_partners/ACE2/3scl 0.29178
../pdb/human_interaction_partners/Cathepsin L/3h8c 0.292
../pdb/human_interaction_partners/TCP2/6n4i 0.2942
../pdb/human_interaction_partners/Cathepsin L/6ezx 0.29685
../pdb/human_interaction_partners/ACE2/3kbh 0.29973
../pdb/human_interaction_partners/ACE2/3d0h 0.302
../pdb/human_interaction_partners/ACE2/2c6n 0.308
../pdb/human_interaction_partners/ACE2/1r4l 0.337
../pdb/human_interaction_partners/Cathepsin L/3hwn 0.34718
../pdb/hypothetical_protein_sars7a/SARS-CoV/1xak 0.275
../pdb/methyltransferase-nsp10/SARS-CoV-2/6w4h 0.1627
../pdb/methyltransferase-nsp10/SARS-CoV-2/6w75 0.1745
../pdb/methyltransferase-nsp10/SARS-CoV-2/6w61 0.193
../pdb/methyltransferase-nsp10/SARS-CoV/3r24 0.222
../pdb/methyltransferase-nsp10/SARS-CoV/2xyq 0.22675
../pdb/methyltransferase-nsp10/SARS-CoV/2xyv 0.23361
../pdb/methyltransferase-nsp10/SARS-CoV/2xyr 0.23517
../pdb/non-SARS_structures/MERS-CoV/5dus 0.1619
../pdb/non-SARS_structures/bat_coronavirus_HKU4/6mea 0.1621
../pdb/non-SARS_structures/MERS-CoV/5hol 0.16534
../pdb/non-SARS_structures/bat_coronavirus_HKU4/2yna 0.1754
../pdb/non-SARS_structures/MERS-CoV/5hih 0.17669
../pdb/non-SARS_structures/MERS-CoV/5zu9 0.1772
../pdb/non-SARS_structures/bovine-coronavirus/4h14 0.17746
../pdb/non-SARS_structures/others/1x7q 0.1807
../pdb/non-SARS_structures/MERS-CoV/5wkk 0.1849
../pdb/non-SARS_structures/bovine-coronavirus/3cl5 0.1883
../pdb/non-SARS_structures/MERS-CoV/5ko3 0.1886
../pdb/non-SARS_structures/MERS-CoV/5zu7 0.1908
../pdb/non-SARS_structures/MERS-CoV/5x4r 0.1946
../pdb/non-SARS_structures/MERS-CoV/5zub 0.1954
../pdb/non-SARS_structures/murine_coronavirus/5wfi 0.1973
../pdb/non-SARS_structures/bat_coronavirus_HKU4/2ynb 0.1979
../pdb/non-SARS_structures/MERS-CoV/5ynm 0.1992
../pdb/non-SARS_structures/murine_coronavirus/5jil 0.2002
../pdb/non-SARS_structures/Hku1/5kwb 0.2006
../pdb/non-SARS_structures/Hku9/5gyq 0.2006
../pdb/non-SARS_structures/MERS-CoV/4rsp 0.2027
../pdb/non-SARS_structures/MERS-CoV/4l3n 0.20602
../pdb/non-SARS_structures/bat_coronavirus_HKU4/6men 0.2086
../pdb/non-SARS_structures/bat_coronavirus_HKU4/4yoj 0.2093
../pdb/non-SARS_structures/bat_coronavirus_HKU4/4yoi 0.2094
../pdb/non-SARS_structures/bat_coronavirus_HKU4/4yog 0.2111
../pdb/non-SARS_structures/bovine-coronavirus/3cl4 0.21154
../pdb/non-SARS_structures/MERS-CoV/5ynn 0.2116
../pdb/non-SARS_structures/MERS-CoV/5wkl 0.2119
../pdb/non-SARS_structures/MERS-CoV/6pxh 0.2125
../pdb/non-SARS_structures/MERS-CoV/5ynf 0.2129
../pdb/non-SARS_structures/MERS-CoV/4mod 0.2135
../pdb/non-SARS_structures/MERS-CoV/5yn5 0.2142
../pdb/non-SARS_structures/HCoV-OC43/4j3k 0.2148
../pdb/non-SARS_structures/MERS-CoV/6bi8 0.215
../pdb/non-SARS_structures/MERS-CoV/4ylu 0.2151
../pdb/non-SARS_structures/MERS-CoV/4wme 0.21552
../pdb/non-SARS_structures/MERS-CoV/6g13 0.216
../pdb/non-SARS_structures/MERS-CoV/5ynq 0.2165
../pdb/non-SARS_structures/MERS-CoV/4wmd 0.2174
../pdb/non-SARS_structures/murine_coronavirus/4c7l 0.21873
../pdb/non-SARS_structures/Hku1/5gnb 0.2192
../pdb/non-SARS_structures/HCoV-OC43/4kxj 0.22
../pdb/non-SARS_structures/MERS-CoV/5ynj 0.2213
../pdb/non-SARS_structures/MERS-CoV/5gsb 0.2216
../pdb/non-SARS_structures/MERS-CoV/5vyh 0.2217
../pdb/non-SARS_structures/MERS-CoV/5yn8 0.2219
../pdb/non-SARS_structures/murine_coronavirus/4ypt 0.222
../pdb/non-SARS_structures/bat_coronavirus_HKU4/4qzv 0.2236
../pdb/non-SARS_structures/MERS-CoV/5w8t 0.2237
../pdb/non-SARS_structures/MERS-CoV/4r3d 0.2243
../pdb/non-SARS_structures/MERS-CoV/6j11 0.2248
../pdb/non-SARS_structures/murine_coronavirus/5jif 0.22595
../pdb/non-SARS_structures/murine_coronavirus/3hd4 0.226
../pdb/non-SARS_structures/MERS-CoV/4wmf 0.22612
../pdb/non-SARS_structures/MERS-CoV/5yn6 0.2265
../pdb/non-SARS_structures/MERS-CoV/5yno 0.2272
../pdb/non-SARS_structures/MERS-CoV/6c6z 0.2279
../pdb/non-SARS_structures/MERS-CoV/5wkm 0.2282
../pdb/non-SARS_structures/others/3to2 0.2304
../pdb/non-SARS_structures/MERS-CoV/5ynb 0.2305
../pdb/non-SARS_structures/MERS-CoV/5gsr 0.2309
../pdb/non-SARS_structures/MERS-CoV/4rf1 0.231
../pdb/non-SARS_structures/bat_coronavirus_HKU4/6meb 0.2323
../pdb/non-SARS_structures/MERS-CoV/4kr0 0.2324
../pdb/non-SARS_structures/MERS-CoV/5ynp 0.2329
../pdb/non-SARS_structures/MERS-CoV/4p16 0.2336
../pdb/non-SARS_structures/MERS-CoV/5wkj 0.2337
../pdb/non-SARS_structures/MERS-CoV/5zua 0.2347
../pdb/non-SARS_structures/MERS-CoV/5w8u 0.2367
../pdb/non-SARS_structures/MERS-CoV/5yni 0.2374
../pdb/non-SARS_structures/MERS-CoV/6l8q 0.2406
../pdb/non-SARS_structures/MERS-CoV/4rna 0.2408
../pdb/non-SARS_structures/MERS-CoV/5gsx 0.2419
../pdb/non-SARS_structures/others/3i6k 0.2435
../pdb/non-SARS_structures/MERS-CoV/4zpt 0.2441
../pdb/non-SARS_structures/MERS-CoV/4zs6 0.245
../pdb/non-SARS_structures/MERS-CoV/5v69 0.2455
../pdb/non-SARS_structures/others/3i6g 0.246
../pdb/non-SARS_structures/MERS-CoV/5yvd 0.24656
../pdb/non-SARS_structures/murine_coronavirus/2gti 0.248
../pdb/non-SARS_structures/murine_coronavirus/4c7w 0.24877
../pdb/non-SARS_structures/MERS-CoV/4xak 0.2491
../pdb/non-SARS_structures/HCoV-OC43/5n11 0.24924
../pdb/non-SARS_structures/murine_coronavirus/2zsv 0.24975
../pdb/non-SARS_structures/MERS-CoV/4kqz 0.2509
../pdb/non-SARS_structures/MERS-CoV/4wur 0.2518
../pdb/non-SARS_structures/HCoV-OC43/4lmc 0.2524
../pdb/non-SARS_structures/MERS-CoV/5gsv 0.2524
../pdb/non-SARS_structures/murine_coronavirus/2zsw 0.25284
../pdb/non-SARS_structures/MERS-CoV/4l72 0.253
../pdb/non-SARS_structures/bat_coronavirus_HKU4/4yo9 0.2533
../pdb/non-SARS_structures/HCoV-OC43/4lm7 0.2545
../pdb/non-SARS_structures/HCoV-OC43/6qfy 0.2551
../pdb/non-SARS_structures/DcCoV/6jhy 0.2557
../pdb/non-SARS_structures/murine_coronavirus/2gth 0.256
../pdb/non-SARS_structures/MERS-CoV/5gr7 0.2568
../pdb/non-SARS_structures/Hku9/5xgr 0.2585
../pdb/non-SARS_structures/MERS-CoV/4zpw 0.2589
../pdb/non-SARS_structures/others/6iex 0.2606
../pdb/non-SARS_structures/MERS-CoV/4njl 0.261
../pdb/non-SARS_structures/murine_coronavirus/3vc8 0.264
../pdb/non-SARS_structures/HCoV-OC43/4li4 0.2653
../pdb/non-SARS_structures/murine_coronavirus/3vcb 0.266
../pdb/non-SARS_structures/murine_coronavirus/4z5v 0.266
../pdb/non-SARS_structures/murine_coronavirus/2zok 0.26614
../pdb/non-SARS_structures/MERS-CoV/6c6y 0.267
../pdb/non-SARS_structures/MERS-CoV/6j2j 0.2672
../pdb/non-SARS_structures/others/5tl7 0.26744
../pdb/non-SARS_structures/murine_coronavirus/6jij 0.27
../pdb/non-SARS_structures/HCoV-OC43/4lm9 0.2715
../pdb/non-SARS_structures/MERS-CoV/5v6a 0.273
../pdb/non-SARS_structures/MERS-CoV/4ud1 0.2738
../pdb/non-SARS_structures/MERS-CoV/4rez 0.2742
../pdb/non-SARS_structures/MERS-CoV/5wwp 0.2774
../pdb/non-SARS_structures/murine_coronavirus/4zxn 0.27826
../pdb/non-SARS_structures/HCoV-OC43/4lmt 0.2786
../pdb/non-SARS_structures/MERS-CoV/5yy5 0.2793
../pdb/non-SARS_structures/MERS-CoV/4rf0 0.281
../pdb/non-SARS_structures/MERS-CoV/4zpv 0.2812
../pdb/non-SARS_structures/MERS-CoV/5c3n 0.28172
../pdb/non-SARS_structures/others/3i6l 0.284
../pdb/non-SARS_structures/MERS-CoV/5gmq 0.2846
../pdb/non-SARS_structures/Hku1/3d23 0.285
../pdb/non-SARS_structures/others/2cme 0.289
../pdb/non-SARS_structures/MERS-CoV/5do2 0.2891
../pdb/non-SARS_structures/murine_coronavirus/1wdf 0.291
../pdb/non-SARS_structures/murine_coronavirus/1wdg 0.298
../pdb/non-SARS_structures/MERS-CoV/4pt5 0.29949
../pdb/non-SARS_structures/murine_coronavirus/2zol 0.30726
../pdb/non-SARS_structures/murine_coronavirus/3r4d 0.30819
../pdb/non-SARS_structures/MERS-CoV/5zvk 0.3136
../pdb/non-SARS_structures/MERS-CoV/5zxv 0.343
../pdb/nsp10/SARS-CoV/2fyg 0.23295
../pdb/nsp10/SARS-CoV/2g9t 0.247
../pdb/nsp10/SARS-CoV/5c8s 0.2594
../pdb/nsp10/SARS-CoV/5c8t 0.2646
../pdb/nsp10/SARS-CoV/5c8u 0.2663
../pdb/nsp10/SARS-CoV/2ga6 0.267
../pdb/nsp3/SARS-CoV-2/6w02 0.1729
../pdb/nsp3/SARS-CoV/4m0w 0.17983
../pdb/nsp3/SARS-CoV/5y3q 0.18405
../pdb/nsp3/SARS-CoV-2/6w6y 0.1891
../pdb/nsp3/SARS-CoV/2acf 0.18916
../pdb/nsp3/SARS-CoV/5y3e 0.19931
../pdb/nsp3/SARS-CoV/4ow0 0.2045
../pdb/nsp3/SARS-CoV/2fav 0.206
../pdb/nsp3/SARS-CoV/2fe8 0.229
../pdb/nsp3/SARS-CoV-2/6vxs 0.2335
../pdb/nsp3/SARS-CoV/2wct 0.2399
../pdb/nsp3/SARS-CoV/4ovz 0.2429
../pdb/nsp3/SARS-CoV/3mj5 0.24816
../pdb/nsp3/SARS-CoV/5tl6 0.2496
../pdb/nsp3/SARS-CoV/3e9s 0.261
../pdb/nsp3/SARS-CoV/5e6j 0.2643
../pdb/nsp3/SARS-CoV/2w2g 0.268
../pdb/nsp3/SARS-CoV/4mm3 0.2787
../pdb/nsp3/SARS-CoV-2/6w9c 0.3088
../pdb/nsp7/SARS-CoV/2ahm 0.251
../pdb/nsp8-nsp7/SARS-CoV/5f22 0.2523
../pdb/nsp9/SARS-CoV-2/6w9q 0.2459
../pdb/nsp9/SARS-CoV/3ee7 0.268
../pdb/nsp9/SARS-CoV-2/6w4b 0.276
../pdb/nsp9/SARS-CoV/1qz8 0.28035
../pdb/nsp9/SARS-CoV/1uw7 0.314
../pdb/nucleocapsid_protein/SARS-CoV/2ofz 0.19132
../pdb/nucleocapsid_protein/SARS-CoV-2/6vyo 0.2049
../pdb/nucleocapsid_protein/SARS-CoV/2gib 0.23451
../pdb/nucleocapsid_protein/SARS-CoV/2og3 0.24711
